<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>		SumCounts	SumDiversity
MGMT_merged	chr10	131265495	131265597	-3	2	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 1), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1003	1	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 1), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 1), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	3	"((131265495, 0), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	8	"((131265495, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	1	"((131265495, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	1	"((131265495, 1), (131265508, 1), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	1	"((131265495, 1), (131265497, 0), (131265508, 0), (131265515, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1	38	"((131265495, 1), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-101	1	"((131265495, 1), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 1), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	1	"((131265495, 1), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 1), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	4	"((131265495, 1), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-3	1	"((131265495, 1), (131265497, 0), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 1))"	1		
MGMT_merged	chr10	131265495	131265597	-2	1	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-2	93	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-3	3	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 1))"	1		
MGMT_merged	chr10	131265495	131265597	-112	1	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 1), (131265587, 1), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-1002	3	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 1), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-3	1	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-4	1	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 1))"	1		
MGMT_merged	chr10	131265495	131265597	-4	3	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 1), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-5	1	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 1), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 1), (131265549, 1), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-3	4	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265495	131265597	-13	1	"((131265495, 1), (131265497, 1), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 1), (131265597, 0))"	1		
MGMT_merged	chr10	131265497	131265597	0	1	"((131265497, 0), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265497	131265597	-1	1	"((131265497, 0), (131265508, 0), (131265515, 0), (131265520, 1), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MGMT_merged	chr10	131265497	131265597	-1	3	"((131265497, 1), (131265508, 0), (131265515, 0), (131265520, 0), (131265523, 0), (131265527, 0), (131265537, 0), (131265539, 0), (131265544, 0), (131265549, 0), (131265555, 0), (131265576, 0), (131265581, 0), (131265587, 0), (131265597, 0))"	1		
MLH1	chr3	37034654	37034699	0	2446	"((37034654, 0), (37034661, 0), (37034693, 0), (37034699, 0))"	1		
MLH1	chr3	37034654	37034699	1	20	"((37034654, 0), (37034661, 0), (37034693, 0), (37034699, 1))"	1		
MLH1	chr3	37034654	37034699	100	27	"((37034654, 0), (37034661, 1), (37034693, 0), (37034699, 0))"	1		
MLH1	chr3	37034654	37034699	1000	9	"((37034654, 1), (37034661, 0), (37034693, 0), (37034699, 0))"	1		
RARB_124	chr3	25469860	25469919	101000011-	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1))"	1		
RARB_124	chr3	25469860	25469919	111101111-	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1))"	1		
RARB_124	chr3	25469860	25469925	0-00000101	1	"((25469860, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0-10000111	1	"((25469860, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0-10111111	1	"((25469860, 0), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0-11001111	1	"((25469860, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0-111-1011	1	"((25469860, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0-11111111	1	"((25469860, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	00-0010000	1	"((25469860, 0), (25469866, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	00000-0001	1	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1	1	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11	2	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1001	1	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	10001	44	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11011	1	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11111	2	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1000101	1	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1000111	9	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010001	1	"((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	00100-0000	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	00100-1011	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	10010011	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11000001	2	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11010011	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11010111	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11011111	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11100111	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11110111	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11111011	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11111111	1	"((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01-0000001	1	"((25469860, 0), (25469866, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01-1011111	2	"((25469860, 0), (25469866, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01-1100000	1	"((25469860, 0), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	100000101	16	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	100000111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	100010111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	100011001	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	100011101	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	100011111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0101-11111	2	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01010-1011	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01010-1111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101000000	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	101000001	5	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101000011	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101000111	2	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101001111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	010101-111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101010010	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	0101011-11	2	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01010110-1	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101011011	2	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101011111	46	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101100001	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101100011	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101101111	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101110001	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101110010	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	101110111	2	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0101111-11	1	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101111011	3	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101111111	58	"((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-0---11	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-000111	3	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-001-11	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-01-111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-010001	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-010111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-011101	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-011111	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-1-1111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011-111011	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110000001	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110000011	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110001001	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110001111	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011001-111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110010011	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01100101-1	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110010111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110011101	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110011111	5	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110100011	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	110110000	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	110111111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0111-11111	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01110-1111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111000000	19	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	111000001	60	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111000011	11	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
