<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1---1-1-1-1-1-1----	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-0---1-1-1----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 0), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-0-1-1-1-0----	3	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-0-1-1-1-1----	3	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 0), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-1-0-1-1-1----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 1), (131265543, 0), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-1-1-0-0-1----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-1-1-1---1----	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-1-1-1-0-1----	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 0), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-1-1-1-1-0----	48	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-0-1-1-1-1-1-1----	51	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 0), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1---1-1-1-1-1----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-0-1-1-1-0-0----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 0), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 0), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-0-1-1-1-1-0----	14	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 0), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-0-1-1-1-1-1----	26	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 0), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1---1-1-1-0----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1---1-1-1-1----	4	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-0-1-1-0-0----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 0), (131265543, 1), (131265548, 1), (131265554, 0), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-0-1-1-1-0----	7	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 0), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-0-1-1-1-1----	18	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 0), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1---0-1-1----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265548, 0), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1---1---0----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265548, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1---1---1----	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265548, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1---1-1-0----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1---1-1-1----	6	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-0-0-1-0----	3	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 0), (131265548, 0), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-0-1-0-0----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 0), (131265548, 1), (131265554, 0), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-0-1-1-0----	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 0), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-0-1-1-1----	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 0), (131265548, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1---1-1----	1	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-0-0-0----	9	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-0-0-1----	11	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 0), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-0-1-0----	34	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-0-1-1----	33	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 0), (131265554, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1---0----	5	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1---1----	6	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1-0-0----	32	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 0), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1-0-1----	50	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 0), (131265575, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1-1------	2	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1-1-0----	1152	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 0))
MGMT_merged	chr10	131265494	131265597	1-1-1-1-1-1-1-1-1-1-1-1-1----	1663	((131265494, 1), (131265496, 1), (131265507, 1), (131265514, 1), (131265519, 1), (131265522, 1), (131265526, 1), (131265536, 1), (131265538, 1), (131265543, 1), (131265548, 1), (131265554, 1), (131265575, 1))
MLH1	chr3	37034654	37034699	0000	2811	((37034654, 0), (37034661, 0), (37034693, 0), (37034699, 0))
MLH1	chr3	37034654	37034699	0001	8	((37034654, 0), (37034661, 0), (37034693, 0), (37034699, 1))
MLH1	chr3	37034654	37034699	0010	5	((37034654, 0), (37034661, 0), (37034693, 1), (37034699, 0))
MLH1	chr3	37034654	37034699	0100	32	((37034654, 0), (37034661, 1), (37034693, 0), (37034699, 0))
MLH1	chr3	37034654	37034699	0101	1	((37034654, 0), (37034661, 1), (37034693, 0), (37034699, 1))
MLH1	chr3	37034654	37034699	1000	9	((37034654, 1), (37034661, 0), (37034693, 0), (37034699, 0))
MLH1	chr3	37034654	37034699	1001	1	((37034654, 1), (37034661, 0), (37034693, 0), (37034699, 1))
RARB_124	chr3	25469860	25469925	-000-00001	1	((25469866, 0), (25469868, 0), (25469872, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	-000100001	1	((25469866, 0), (25469868, 0), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	-1110010-0	1	((25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	-111010111	1	((25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	-111101111	1	((25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	-111111111	1	((25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0--1000001	1	((25469860, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	0-11111111	1	((25469860, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	00-000010-	1	((25469860, 0), (25469866, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0))
RARB_124	chr3	25469860	25469925	00-0100000	1	((25469860, 0), (25469866, 0), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0000000000	36	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0000000011	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0000000111	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0000001111	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0000010000	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0000011001	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	0001000010	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 0))
RARB_124	chr3	25469860	25469925	000110000-	1	((25469860, 0), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0))
RARB_124	chr3	25469860	25469925	0010000000	1	((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0010101001	1	((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	0010110000	1	((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0011111111	1	((25469860, 0), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	01-00-00-0	1	((25469860, 0), (25469866, 1), (25469872, 0), (25469877, 0), (25469902, 0), (25469914, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	01-0000000	1	((25469860, 0), (25469866, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	01-1100101	1	((25469860, 0), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	01-1111111	1	((25469860, 0), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0101110000	1	((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0101110111	1	((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0101111111	15	((25469860, 0), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	011-111111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0110110001	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	0110111111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111-11111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111000111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111001111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111010010	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 0))
RARB_124	chr3	25469860	25469925	0111010011	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111010111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111011111	4	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111100100	3	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	0111100111	28	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111101-11	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111101111	10	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111110111	1	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111111011	2	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	0111111110	4	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))
RARB_124	chr3	25469860	25469925	0111111111	102	((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1-10-10011	1	((25469860, 1), (25469868, 1), (25469872, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1-10010011	1	((25469860, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1-10111111	2	((25469860, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1-11011101	1	((25469860, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	1-11111101	1	((25469860, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	1-11111111	2	((25469860, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	10-1011111	1	((25469860, 1), (25469866, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1000000000	1	((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))
RARB_124	chr3	25469860	25469925	1010000001	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	1010000010	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 0))
RARB_124	chr3	25469860	25469925	1010111111	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1011-10101	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	1011010001	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))
RARB_124	chr3	25469860	25469925	1011011010	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 0))
RARB_124	chr3	25469860	25469925	1011011111	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1011101111	1	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1011111011	2	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1011111111	7	((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11---1-111	1	((25469860, 1), (25469866, 1), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11-010-111	1	((25469860, 1), (25469866, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11-0111111	1	((25469860, 1), (25469866, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11-1011111	1	((25469860, 1), (25469866, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11-1101111	1	((25469860, 1), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11-1111-11	1	((25469860, 1), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	11-1111111	2	((25469860, 1), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	110-101111	1	((25469860, 1), (25469866, 1), (25469868, 0), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))
RARB_124	chr3	25469860	25469925	1100111110	1	((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))
